text,labeled,sentiment
 what&;s something you&;d change about urself?,not cybercrime,1
 Snobby small minded people live everywhere ... you can be that way .. i can be that way ... its not just in Texas ... soo yeahhh,cyberbully,0
  tv.....u can watch stuff thats been on tv on the computer :D,not cybercrime,1
  ashlee 13 florida 7th,not cybercrime,1
  i guesss so. ha,not cybercrime,1
  jansport :),not cybercrime,1
  :[ computers are dumb sometimes. and yup you too! I had like 110 because of you :] Well and cause I didnt get on all weekend..haha,cyberbully,0
  have too! :) it makes it so much more fun.,not cybercrime,1
 YOU NEVER CALLED ME.,not cybercrime,1
  yes again. for not coming back to class. haha,not cybercrime,1
 do you lie alot?,not cybercrime,1
 Where would you bury hidden treasure if you had some?,not cybercrime,1
  a tonn :] I don't think my bf can hug me enough sometimes,not cybercrime,1
  yes.,not cybercrime,1
  hmmmmmmmmmmmmmmmmmmmmmm,not cybercrime,1
 Is there anything weird that you do?,cyberbully,0
  yes very much lol =],not cybercrime,1
 if u won 30 millon what would u do firstr,not cybercrime,1
 yu tld me lmfao lykk yestadayy,not cybercrime,1
  hippi van,not cybercrime,1
  Not at all,not cybercrime,1
  okay thankyou  your a great help.,not cybercrime,1
 I am going to go to bed now. I still ahve alot of stuff on my mind. Ehhh... well have a good/day. <3 Leave me things.,not cybercrime,1
 Can we be in two places at once?,not cybercrime,1
  yea my sister,not cybercrime,1
 What movie do you know every line to?,not cybercrime,1
 What&;s your thoughts on fighting?,cyberbully,0
 do the makers of Friendster uses Facebook? =),not cybercrime,1
  1995 haha when i was bornwas my year! Doh!I didnt have 2 do ANYTHING on my own haha,not cybercrime,1
  robin in batman. i thought robin was the best and thought he should be the star!! hahah and my favorite power was..? hmm..well i guess spidermans powers. he is sick. haha,not cybercrime,1
 have you ever been on itellyouthat.com? go there and tell something to the world :D,not cybercrime,1
 Would you rather be a famous musician or a famous actor?,not cybercrime,1
 would you ever want to be famous? why or why not?,not cybercrime,1
 Would you like to go to space?,not cybercrime,1
 Have you ever ridden in a taxi?,not cybercrime,1
  Lookkk meahh upp! (: ALEXIS NICOLE HODNETT<3,not cybercrime,1
  No. Im with my first and am gladly in love with him-r HARD TO GET is always BETTER! :),not cybercrime,1
 How many suitcases do you own?,not cybercrime,1
  Is it dina?,not cybercrime,1
 ******************MEOWWW*************************,not cybercrime,1
  large,not cybercrime,1
  blah,cyberbully,0
  short stack lol lots of ppl are asking questions about them 4 me lol =],not cybercrime,1
 why haven&;t i had any dinner yet?,not cybercrime,1
  not too often  once a year perhaps but it hits hard when i do get sick.,cyberbully,0
 Chicken Or Hamburgers?,not cybercrime,1
 Who&;s the coolest person you know?,not cybercrime,1
  during a game? i think maybe during heads up seven up. haha i used to watch peoples shoes.,not cybercrime,1
  the type of tomato used :P,not cybercrime,1
  NO no no! I Love youuu moreee<333 ;D haha!!,not cybercrime,1
  Uranus. hahahahhahahahha I crack myself up. Pluto definantly :] its the only one thats been a planet and moon at the same time! thats soo me :],not cybercrime,1
  i would probably try about 2050965967 ways to stop it. ninja to protest. and i would be disapointed in whoever didnt try.,cyberbully,0
 what if i want to ask you something inappropriate? ;),not cybercrime,1
 reow!!!!!!!,not cybercrime,1
  not really,not cybercrime,1
 When was the last time you went to the circus?,not cybercrime,1
  naw iMean foreal,not cybercrime,1
 If you people really still think that Tabi&;s fake  go look at her dang MySpace. -.-,cyberbully,0
  helping someone without them knowing who did it.,not cybercrime,1
  yes.,not cybercrime,1
 ur butiful babe i just wish i waz urz.,not cybercrime,1
 do you have any fun summer plans?,not cybercrime,1
  ooo i guess you're too quick for me ;),not cybercrime,1
 Have you ever texted and drove? Do you talk on your phone and drive? Do you eat and drive?,not cybercrime,1
 Do you own a pair of dice?,not cybercrime,1
 tabi i feel so bad about these bitchy girls who keep on saying shit to you on here  if they even knew you they would no you are the most moddest girl i have ever met.,cyberbully,0
  Ahhh! I love em both but I would go for Justin Bieber!!! Well because i'm older. But I perfer them BOTH!,not cybercrime,1
 haha so many people are hating on your formspring.,not cybercrime,1
 lol [: your a funny kidd you know that? [;,not cybercrime,1
 what others do you have?,not cybercrime,1
  synonym book :P,not cybercrime,1
  sometimes when theyre trying to be gangsta or ignorant,cyberbully,0
  a house :],not cybercrime,1
  waldo. and helga. nahh jk  guys-lucas casey mclaine gabe jack dakota s. jake nathan girls- maddie cassie nicky,not cybercrime,1
 Do you want to get married?,not cybercrime,1
 What holiday is closest to your birthday?,not cybercrime,1
 Do you sleep with your closet doors open or closed?,not cybercrime,1
  yes.,not cybercrime,1
  For shizz lady. :],not cybercrime,1
  not that im aware,not cybercrime,1
  Fist fight?? No. Im a lover not a fighter. ha,not cybercrime,1
 Do you think we are raising the next generation right?,not cybercrime,1
 Yeah  I met them at their show :) Got a free shirt too.,not cybercrime,1
 what do you do to help the environment ?,not cybercrime,1
 Do you lyke gurlz?,not cybercrime,1
  Idk. I dont get them. And yes you get them from kissing. saliva or other juices transferring from another person with the infection. They are herpes!!,cyberbully,0
  thanksssssssssssssssssssssssssssss,not cybercrime,1
 What would you do if somehow you caught a STD?,not cybercrime,1
  yes i have before. many a times :P ha,not cybercrime,1
 Are you passionate about your beliefs?,not cybercrime,1
  who?,not cybercrime,1
 do you like shaun diviney?,not cybercrime,1
  ummm MRH? nope lol,cyberbully,0
  LOVE THEM :],not cybercrime,1
  i got it lol i dont like it so far.................. :/,not cybercrime,1
  Hell NO!,cyberbully,0
 do you have a bf??,not cybercrime,1
 Do you eat a lot?:,not cybercrime,1
  Lol idk thoo Kim has a better body buhht ugh geez idk (x,not cybercrime,1
 Have you done something bad today?,cyberbully,0
  I like too many songs to have a favorite,not cybercrime,1
 how do you express your anger?,cyberbully,0
  Nope ;/ Bhut Not Having a BF doesnt mean The WORLD ends;] I guess im waiting 4 the 1  ya kno? Hbu mamas?!,not cybercrime,1
 hey you&;re an amazing nice and sweet girl..pretty too!,not cybercrime,1
  Nope:[ I wish  bhut hey i might someday rite haha..Hbu?!,not cybercrime,1
 what do you think of Spiderman without Tobey?,not cybercrime,1
  Swedish fish &amp;&amp; reeeeses. YUM,not cybercrime,1
  Yes. Karma? :) its always there. so be nice!,not cybercrime,1
  Good . hungry actually :),not cybercrime,1
  within a week or two. depends on what they say happened.,not cybercrime,1
 If given the chance would you like to come back as a ghost?,not cybercrime,1
  In a graveyard. Muuuuahhhahaha,cyberbully,0
 ahhh true.. true... plus it plays music XD,not cybercrime,1
 Is there anything that can make you sick just by smelling it?,cyberbully,0
  Yup yup,not cybercrime,1
 What music are you listening to today?,not cybercrime,1
  yes my camera i have now,not cybercrime,1
 If a kid refuses to sleep during nap time  are they guilty of resisting a rest?,cyberbully,0
  Yeah i made my first one. and forgot the password to it!!!!! haha so i had to make a new one. it sucked but at least it was farely new to me. teaachgee is the right one!! :),not cybercrime,1
  a couple. i really only like beer haha :P and not hard liqour,not cybercrime,1
 something you regretted after it was done?,cyberbully,0
 Do you ever go bird watching?,not cybercrime,1
 If the universe is everything  and scientists say that the universe is expanding  what do you think it is expanding into?,not cybercrime,1
 what nashionality are you?,not cybercrime,1
  Nahh,not cybercrime,1
 yeah its really hard to when i get this shit like every ither day like it seriously pisses me off now  if it was like yesturday i wouldnt give 2 fucks but with everything im going thru right now its like wtf.,cyberbully,0
  Actually i was that kid who wanted to be by herself so i guess when i grow up im going to be ME lol! Hard question 2 answer.,not cybercrime,1
  somet,not cybercrime,1
  I don't mind household chores actually. but I guess I'd say dusting. I don't enjoy that :/ ha,not cybercrime,1
 Are there any people on youtube that you subscribe too and always watch their vids?,not cybercrime,1
 so are you talking to shira or frances? its hard to keep up  playa playaa lol.,not cybercrime,1
  Okaydokay.,not cybercrime,1
 What is your zodiac sign?,not cybercrime,1
  sometimes.,not cybercrime,1
  yeah,not cybercrime,1
  lmfao wtf yew tell mi,cyberbully,0
  not really . I like meeting new people,not cybercrime,1
  why do i cause so much drama? :(,not cybercrime,1
 AlexisNicoleHodnett is my besttestt frann<3(: iloveyouu Lexiflagss(:,not cybercrime,1
  last snow season,not cybercrime,1
 Don&;t you hate it when people lie to you about coming over?,cyberbully,0
  boiled eggs :D hahaha,not cybercrime,1
  lol gurl iKan do anythang,not cybercrime,1
  Okay Im super glad you asked me this question  only because its a common misconception about hiccups. Your not supposed to hold your breath. The reason you have hiccups in the first place  is lack of oxygen. So the usual hold your breath till your face turns blue and still keep holding it  isn't what makes them go away. Its the deep breath you take after holding your breath :]r r So to relieve my hiccups  I hold my breath ;) haha only to take a bigger breath afterward.,not cybercrime,1
  complete silence and all darkness.,cyberbully,0
  2 :),not cybercrime,1
 do you like justin bieber,not cybercrime,1
  lol im telling yew,not cybercrime,1
 Have you told your partner about all of your past relationships?,not cybercrime,1
  kkkkk,not cybercrime,1
  church camp once. it was fun but we got kicked out.,not cybercrime,1
 Do you consider yourself a good dancer?,not cybercrime,1
  Thank you <3,not cybercrime,1
  The beast.,not cybercrime,1
 Have you ever lost something really important and spent hours looking for it?,cyberbully,0
 how have your past couple days been?,not cybercrime,1
  yes,not cybercrime,1
  : ),not cybercrime,1
 anyone or someone particular?,not cybercrime,1
  Yes. Its weird sometimes. But dreams are weird. haha,not cybercrime,1
  im not a fucking prostitute lol. i dont want your money. maybe if you tell me who you might be ill let you know the answer ;],cyberbully,0
  Spontaeity. hahaha even though i wish i could say stability.,not cybercrime,1
  Annoyed lol,cyberbully,0
  yes,not cybercrime,1
 What would you do if you had a child that was a killer?,cyberbully,0
  If someone would give me money to do it,not cybercrime,1
 What was your fav show as a child?,not cybercrime,1
 iiLooveeyouu&amp;&amp;miss you Alexiss.!!,cyberbully,0
 If you had access to a time machine  where and when would be the first place you travel to?,not cybercrime,1
  idk i dont do starbucks,cyberbully,0
  If I had to choose. One ear because I wouldn't have to loose all my hearing and noone would see the defect of losing a part of my body. I would cover it with my hair.,cyberbully,0
  Mmmhm!,not cybercrime,1
 haha i know i tried to make it really obvious for youu lol [[:,not cybercrime,1
 Would you rather be a famous musician or a famous actor?,not cybercrime,1
  nahh I'm a normal bitch :p / i love you too&amp; ehh I give upp!,not cybercrime,1
  yes and it got all swollen and red and blahhh lol,not cybercrime,1
  If you really wanna talk to me  you text me? Like for real don't be playing this game  just come out and say the fuck you are cause it's getting annoying.,cyberbully,0
  Hmmm. he's an ?,not cybercrime,1
 Describe your first REAL date?,not cybercrime,1
 What is your motto?,not cybercrime,1
  As friends...but nothing more than that  she doesn't like me like that,not cybercrime,1
  not at the moment haha. to be honest im current under quite a bit of stress,not cybercrime,1
 How tall are you,not cybercrime,1
 lol nigga you think u can rap?,not cybercrime,1
 Can crop circles be square?,not cybercrime,1
  hmm..depended on how much and where i was at the time. but if it happened now and where im at in my life currently  I would buy a used car for my bf and then pay the rest of rent off for the year. hahaha,not cybercrime,1
  yes but i dont like to. i have this crazy fear of thinking if i just do it one more time my eyes will be stuck like that and i should lf just been satisfied with knowing i did it the last time. hahaha im a weirdo. but ya never know' ya know?!!,not cybercrime,1
  idk. people have nothing else to concern themselves with other than what they can pick apart from other people. its a way to take attention off of their own flaws i believe.,cyberbully,0
 Can you sometimes finish someone else&;s sentence?,not cybercrime,1
 lols wow how wass ur easter.?,not cybercrime,1
  i know  right? ;)),not cybercrime,1
  LOl. Funny shit huh(:,not cybercrime,1
  yes. i sure hope so. i feel like it works my brain and makes me think!! :),not cybercrime,1
 What are you most excited about right now?,not cybercrime,1
  which mall bih,not cybercrime,1
  hahahahahaahahahahahahhhahaha r why does everyone think that?,not cybercrime,1
  Hmmm fruit!! :) any kind of fruit.,not cybercrime,1
  okay  cool.,not cybercrime,1
 when can you drive?(:,not cybercrime,1
  ever since jordin albertsons like deleted her formspring or something  all the mean comments have stopped haha,not cybercrime,1
  But I say I'll be back gotta get some more coronas!!!! bahaha jk my favorite drink is dr. pepper :D,not cybercrime,1
 where is Old Zealand?,not cybercrime,1
  being lied to,not cybercrime,1
  why,not cybercrime,1
 Are you stubborn?,cyberbully,0
  Emotionally DEtached? yes. Society is cold.,not cybercrime,1
  I do bird watch actually,not cybercrime,1
  ummmm all i do in the bathroom is shower o.O i like my showers.,not cybercrime,1
 do u masterbate?,not cybercrime,1
 can you see my halo?,not cybercrime,1
 What do you think of Adrianne Torres :],not cybercrime,1
 When was the last time you yelled?,not cybercrime,1
 Have you ever been Ice Skating?,not cybercrime,1
  yupz iParty all nite nd day,not cybercrime,1
 do i know you?,not cybercrime,1
  hmm this one's a stumper.....r i guess i would change it to  Sunshine. I like that. haha,not cybercrime,1
 What&;s your favorite music video?,not cybercrime,1
 if I wrote you a love note and made you smile with every word I wrote what would you do?,not cybercrime,1
 Money does not grow on trees then why do banks have branches?,not cybercrime,1
  First.,not cybercrime,1
 Heyyy lexxxi(: yuu wannnaa llikkkee asskk meeh somee quesstionss onn myy formspringggg herrree??,not cybercrime,1
 Have you ever been rude to someone without even realizing it?,cyberbully,0
 Can you skip rocks?,not cybercrime,1
 sup? :],not cybercrime,1
  Love it but I don't it too much currently,not cybercrime,1
 hi:D,not cybercrime,1
 have you been out of counrty if so where?,not cybercrime,1
 If you were given the chance to take care of a monkey for a weekend  would you?,not cybercrime,1
  Show your face.,not cybercrime,1
  <3,not cybercrime,1
 don&;t listen to the haters  you are pretty!,not cybercrime,1
  Hmmmm,not cybercrime,1
  *RAWR*?,not cybercrime,1
 What do you dread doing but have to do it?,cyberbully,0
  its sunny now. summers ahead of us.,not cybercrime,1
  Do you go to Poly?,not cybercrime,1
  haha i think that would be impossible,not cybercrime,1
  hehe :},not cybercrime,1
 How often do you get the hiccups?,not cybercrime,1
  Umm... Dallas Texas! haha Idk im so plain so idk! Mwhaha,not cybercrime,1
  Uhm. Actor(: They get paied more haha,not cybercrime,1
  Thanks for the memo  if you would reveal your identity we could continue this conversation in depth :),not cybercrime,1
 well u say any language.. so.. coba tebak ini bahasa apa.. kamu ngerti ngga aku ngomong apa? ;),not cybercrime,1
  Love. its the kryptonite to anything you think you can accomplish without it. its the human kinds weakness to other beings. always.,not cybercrime,1
  formspring says oops! cant find you...sorry. i would. is your url correct??? :/,not cybercrime,1
  :) hey thankyou! :D,not cybercrime,1
  jordin!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!! rudeo did you say the other mean things to?,not cybercrime,1
  thanks... Who is yew???,not cybercrime,1
 Do you guys like robot chicken? i do;) asked,not cybercrime,1
 Tabi  text me?,not cybercrime,1
  Lil wayne,not cybercrime,1
  Mahalo(:,not cybercrime,1
 love pizza?r what toppings you prefer?,not cybercrime,1
 guesss who ;),not cybercrime,1
 What is one thing you honestly could not live without?,not cybercrime,1
 I WANT YOU TO GRASP MY BIG PEACH WHITE NIPPLES &amp; NEVER LET GO.,not cybercrime,1
 what&;s the funnest place you have ever traveled?,not cybercrime,1
 Tell me about something you&apos;ve achieved?,not cybercrime,1
 hehe yup  it&;s awesome  but the pronunciation is incredibly haaard :D,not cybercrime,1
 Do you think you could defend yourself if need be?,not cybercrime,1
 An angel appears out of Heaven and offers you a lifetime supply of the alcoholic beverage of your choice. &quot;Be brand-specific&quot; it says. Man! What are you gonna say about that? Even if you don&apos;t drink booze there&apos;s something you can figure out... so what&apos;s,not cybercrime,1
  hahahahahahahhahahahahahahahahahahhahahahahahahahahahahaahahhahaahhahahaahahahaaaaaa!!!!!!!!,not cybercrime,1
  Rain doesn't bother me at all other than when Im dressed up and have to be somewhere important. Rain is important.,cyberbully,0
  Something cute and ME!! haha you kno? well a beamer is my dream car basically! or a porshe!,not cybercrime,1
 Would you be willing to become extremely ugly physically if it meant you would live for 1 000 years at any physical age you chose?,cyberbully,0
  trick of the mind and the eye.,cyberbully,0
  Idk cause it has a great beat. Jim cracks corn and i dont care  jimmy cracks corn and i dont care... hahaha,cyberbully,0
  torment isn't much my style.,not cybercrime,1
 Do you get nervous when alot of people look at you?,cyberbully,0
 And i add u again later,not cybercrime,1
 i think u and jack should date!!!:),not cybercrime,1
  Lmao   wantt me to rub itt ?!(:,not cybercrime,1
  he shaves.,not cybercrime,1
  go back to sleep! hahaha,not cybercrime,1
 whos your favoroute band?r A: ITS SHORT STACK OMG!!!r is it really?r YES!!! no really tell me?,not cybercrime,1
 Do you like to clean?,not cybercrime,1
 look to your right.. tell me the first thing you see,not cybercrime,1
 how old are u ???,not cybercrime,1
  Nooo unfortunately.,cyberbully,0
 Why do people get smart attitudes for no reason?,not cybercrime,1
  lmao rite chea boo hehe,not cybercrime,1
 Have you ever been beaten up?,not cybercrime,1
  its all in your head. soo i'll say  LOVE.,not cybercrime,1
 Do bald men wash their head with soap or shampoo?,not cybercrime,1
  nope,not cybercrime,1
 Who do you like?,not cybercrime,1
  Good change definantly. and it was me and timothy getting together that really did it. straightened me out :) and him :],not cybercrime,1
  idk if i am really,cyberbully,0
  well today it was formspring but usually facebook,not cybercrime,1
  look around see if anyone is there  but if im the last one there..pocket it :) haha,not cybercrime,1
  Reow................,not cybercrime,1
 Where would you be able to spend hours and be happy?,not cybercrime,1
 do you like lady gaga?,not cybercrime,1
 Does it bother you when people curse at you?,cyberbully,0
  ariel. definantly.,not cybercrime,1
 hehe. exactly ;),not cybercrime,1
  Listen to music  feed my newwest fishy :] and cuddle with my boyfriend. Unless im not happy with him and then  I go hang with my family. They always make me happy hahhaha,not cybercrime,1
 Do you have any phobias? If so  what are they?,cyberbully,0
  OMFG!!! nooo wayyyy!!! Ughhh BROOOKKKEEEEE OMFG!!! im soo srry lmao lots of pplz r frmh ZEW ZEALAND! lmao I fukkinnn luvv yuhhhh hahaha!,not cybercrime,1
 do you cuss alot?,not cybercrime,1
 Does the postman deliver his own mail?,not cybercrime,1
  yep,not cybercrime,1
 do you think its possible for a human to sleep with there eyes open?,not cybercrime,1
  good question:],not cybercrime,1
 VAMPIRE WEEKEND!,not cybercrime,1
 hi (:,not cybercrime,1
 How has 2010 been for you,not cybercrime,1
  Like a week. hahahaha,not cybercrime,1
  idgaf,not cybercrime,1
 What is your goal this year?,not cybercrime,1
 how many friends do you have on facebook?,not cybercrime,1
 Do you wish you were more fit?,not cybercrime,1
 What kind of mood are you in?,not cybercrime,1
  Hmmm....U makin me hungry first of all! &amp;&amp; Dairy Queen! YUMM!!,not cybercrime,1
  any of them haha,not cybercrime,1
  Timothy. april. Mother. Chelsea S. &amp; You.r Loyal. Funny. Stressful. Partier  &amp; intersting.,not cybercrime,1
 Heyyy Abrilll(:!!! iloveyhuuu<3 muchooo!!,not cybercrime,1
  apple,not cybercrime,1
  nope tabitha jai locascio idk who she is but she is a fake. :/ i use to live in idaho but i moved to texas,cyberbully,0
  Yes ma'am :] thank you lady.,not cybercrime,1
 What&;s ur favorite type a cheeeeeeeese?,not cybercrime,1
 Do you watch the Gilmore Girls?,not cybercrime,1
 If you found a suitcase full of $1 000 000  what would you do?,not cybercrime,1
 if you had the opportunity to be in a movie with any actor/actress who would it be?,not cybercrime,1
  anger and greed.,cyberbully,0
  hahahaha yeahhhhhhhhhhhhhhhhh member when i was makin cup cakes and he like would text me and be like hey its day and im like hi and we would talk for a min then all asudden it was you and id be like wtf in my mind,cyberbully,0
  haha my brother does! I think its funny,not cybercrime,1
 Would you rather work at a large company or a small one?,not cybercrime,1
  ive achieved alot but recently is surviving my first year of college :D,not cybercrime,1
 would you fuck shaun diviney? answer honestly!,cyberbully,0
  diz grul name kiya y?,not cybercrime,1
  nope,not cybercrime,1
 What movie has the best soundtrack?,not cybercrime,1
  Nahh i hadn't been on in a while. your good,not cybercrime,1
  lol ya nigka,not cybercrime,1
 i&;ll txt it too yhu ahah(:,not cybercrime,1
  i wish. hhhhhighhhhyeaaaahhhh!,not cybercrime,1
 COOKIES!!!,not cybercrime,1
  No,not cybercrime,1
 what is your most embarrasing moment?,not cybercrime,1
  Yes. and do the fourleaf clover thing :),not cybercrime,1
 Are you a good painter?,not cybercrime,1
  yes.,not cybercrime,1
  formspring. by far :],not cybercrime,1
  hahaha hmmm im not surreee,not cybercrime,1
  hmm i havent seen anything crazy lately. Its been more like uhhhh bed. sleep. sick. sleep more. haha,not cybercrime,1
  BFG.,not cybercrime,1
  hell yea iKan wham ta da left nd ta da rite bih iBe duining it all nite,cyberbully,0
 Have you ever asked someone out on a date?,not cybercrime,1
  no,not cybercrime,1
  - Marryyyyy!!!!??/ LOL! itss yuhh boo!!! Hahaha Noo durr suckkaaa!!! Nahhh i loveee yuhhhh mooOee!!!,not cybercrime,1
 tell me this bra why is you so awsomeeeeeee?? you is the best love youu,not cybercrime,1
 Have you ever eaten a crayon?,not cybercrime,1
  Hahaha... I dont sing!! LOL! so srry! Im horrible. btw I dedicate &quot;SMILE&quot; 2 yuh! Its playing!!,not cybercrime,1
  well,not cybercrime,1
 arent u guys going out?,not cybercrime,1
  Somewhere in my own land  living off of what I can do and grow and live. be self sustainable and not apart of society.,not cybercrime,1
 Whos the best person to talk to online?:,not cybercrime,1
 Spam me   ill return the favor : ),cyberbully,0
  i love you to  and i no your not stalking me  i was kidding. but its only one person. and yeahhh,not cybercrime,1
 how long have you had formspring for?,not cybercrime,1
  grippos :) they are the bomb diggiety.,cyberbully,0
  yeah i would say so.,not cybercrime,1
  Ehhh i guess spiderman,not cybercrime,1
 I love you :( but I think you don&;t care about me anymore.,not cybercrime,1
  kaylas house..................oh yer i went there lol jks...ily kayla:) lol.,not cybercrime,1
  iWill,not cybercrime,1
 Are you picky about spelling and grammar?,not cybercrime,1
 Whos A Brunette But Acts Like A Blonde All The Tyme(:?,not cybercrime,1
 call you? why would i call you? huuuh? ohky ill give you a hint...16.04.10 where is you green dildo ;),cyberbully,0
 I have all my questions do you guys have them??,not cybercrime,1
 Does smoking bother you?,cyberbully,0
  Hello to you to :),not cybercrime,1
 If you could change one thing about the world  regardless of guilt or politics  what would you do?,cyberbully,0
 If you could have anyone locked in a room so that you could torment them for a day  whom would you choose  and how would you torment them?,not cybercrime,1
  For money not to be the root of all evil and the rule of most of humanity. I hate money.,cyberbully,0
  my middle name is haejin.r I like to think everyone should be nice to everyone. r I have two chicken pox scars on my shoulder &amp; one on my finger.r personally dubble bubble gum sucks. r i enjoy painting.r i could rollerblade 5 miles a day and still never get tired of it :),not cybercrime,1
 You have a beautiful smile and a great set!,not cybercrime,1
 HAHA jk i love you tabi(: (i tried to scare you) hahahhaa.,not cybercrime,1
  Well   I guess I love youu too whore(:,not cybercrime,1
 Tabitha Jai Locascio I love you sooo much <3,not cybercrime,1
 Do you excercise regularly? If so  how often?,not cybercrime,1
 best lil wayne song?,not cybercrime,1
  haha yeah okay. Sounds good :] Sleep well.,not cybercrime,1
 If I could fly  I would&;ve gone to __________.,not cybercrime,1
 What rights should the father have if his unmarried girlfriend wants an abortion?,not cybercrime,1
 Do you own anything that involves with Betty boop?,not cybercrime,1
 Is &quot;vice-versa&quot; to a dyslexic just plain redundant?,not cybercrime,1
 Does fuzzy logic tickle?,not cybercrime,1
  The way its spelled. Sure.,not cybercrime,1
  Irresponsible. Your correct. I think theres  a time to party and a time to grow and and realize that your an adult now. its time for the party to be over!,cyberbully,0
 What flavor of Kool Aid was your favorite?,not cybercrime,1
 Do you live in China?,not cybercrime,1
 Would you rather be a famous musician or a famous actor?,not cybercrime,1
 what would be your course if your current course didn&;t exist?,not cybercrime,1
  yes,not cybercrime,1
  ew no,not cybercrime,1
  hahahaha hmmmm thats sorta hard to choose. i dont listen to them very much.,cyberbully,0
  No and yes :] wanna read it though!,not cybercrime,1
 What color leaf would you like to be?,not cybercrime,1
  yeah . i won a car!,not cybercrime,1
  yes actually. my yearly female doc's visit. this tuesday.. haha,not cybercrime,1
  Hahahahhaahhaha:D ikrr im a slow american wht more can i say lmfaoo!! hahaha <333 Aww! hahaha,not cybercrime,1
 if you could change your name to anything you want  what would you call yourself?,not cybercrime,1
  vanilla.,not cybercrime,1
 Beetles taste like apples. Do you still like apples?,not cybercrime,1
 Would you actually want to live forever?,not cybercrime,1
 Do you consider yourself an animal lover?,not cybercrime,1
  i honestly think we wake up before opening our eyes. we go thru a REM cycle in our sleep,not cybercrime,1
 LOOK LIKE DAT GIRL OFF OF THATS SO RAVEN,not cybercrime,1
  lost in the bed sheets yo,cyberbully,0
 do you like bodtf?,not cybercrime,1
 What&;s the weirdest thing you&;ve ever eaten?,cyberbully,0
 who has made you happy,not cybercrime,1
 i aqree completely aboutt hello kitty !,not cybercrime,1
  8th grade. Friday night football game with the first guy I ever liked. haha,not cybercrime,1
  Papapapapa shore do :] haha r I like any thing i can do the robot to haha,not cybercrime,1
 what was the most awkward situation in your life?,cyberbully,0
 Your home alone  you hear someone trying to break in  what do you do?,cyberbully,0
 If your eyes reflected everything you have ever don  would you look people in the eyes?,not cybercrime,1
  Not to my knowledge.,not cybercrime,1
 What YouTube video made you laugh recently?,not cybercrime,1
  okayy,not cybercrime,1
  There is no perfect lol but I suppose with a funny guy-polite  random and spontaneous  maybe a night out at a 70's club and dress up go to dinner before. haha that'd be fun!! :),not cybercrime,1
  when there is none left :P,not cybercrime,1
 Do you get along with argumentative people?,cyberbully,0
  I just moved!! To my own apartment. So only one for me. haha but the building has 3.,not cybercrime,1
  not bad haha:] ive had to take 2 minute showers before. ugh those are a challenge haha,cyberbully,0
 i never thought I would be friends with ________.,cyberbully,0
 Favorite color?,not cybercrime,1
 Name the most terrifying moment of your life so far.,cyberbully,0
  Nice :),not cybercrime,1
 Do you crack your knuckles?,not cybercrime,1
  Uhhhhh!!!! OMG! Taquisha? LOL!,not cybercrime,1
 how long have you gone with out bathing?,not cybercrime,1
  italian  french  or better at sign language,not cybercrime,1
  oh gosh. bavarian creme. not whipped. creme! and the kind with the chocolate icing on top. i love those things.,not cybercrime,1
  And why are you trying to give me advice.?,not cybercrime,1
 What was the best job you&;ve ever had?,not cybercrime,1
 If you could ask George W. Bush one question what would it be?,not cybercrime,1
  ya nd lmao o wow ohkay..So watz ya myspace,not cybercrime,1
  Me. haha,not cybercrime,1
 Would you be able to make it through basic training for the military?,not cybercrime,1
  :D awhh hahaha thanlyou,not cybercrime,1
 What colour are you nails right now?,not cybercrime,1
  maybe ?,not cybercrime,1
 whats your favorite holiday?,not cybercrime,1
  Success.,not cybercrime,1
  they can be annoying,cyberbully,0
 Y0 D!(K W0obbl3 !n y0ur p@n+$ ?,not cybercrime,1
  Willow. Come lay under me children :] Over a lake or something. that'd be rad sweet :],not cybercrime,1
  i have no clue,not cybercrime,1
  Nope. I dont do that. lol too expensive. i have other thing i could put that money toward.,not cybercrime,1
 Do you like blue cheese?,not cybercrime,1
 best memory with your friends (place  when  what you did),not cybercrime,1
 Texas is the best state(: Everything is bigger AND better in Texas!!! Bahah,not cybercrime,1
  Hmm..depends on if my toes are cutesied up and the outfit ;] but usually sneakers,not cybercrime,1
 Current worry?,cyberbully,0
  nooo. id find it interesting to be honest.,not cybercrime,1
 you&;r,not cybercrime,1
  IDK. My parents are  okay let me restart..My mother is relentless. My Dad knows me quite well actually. My mother just doesn't like the thought of me having a mind and using it. Ha. its annoying but hey  its not like we can choose our parents.,not cybercrime,1
  Mmm... ROOT BEER! haha my fav drink eva! POW,not cybercrime,1
 Have you ever gotten fired from a job?,cyberbully,0
 How do you pass time while traveling in the car for a long amount of time?,not cybercrime,1
  duh im da freak of da town,cyberbully,0
 what were you in middle school?(emo/prep/jock etc?) ya know. lol,not cybercrime,1
 I am off for the night. I have to try to get some sleep. Leave me things? Thank you! <3,not cybercrime,1
  heart,not cybercrime,1
 Who was the best teacher you&;ve ever had?,not cybercrime,1
 What was the worst place you&;ve traveled to?,cyberbully,0
 Who and when was your first kiss?,not cybercrime,1
 What is your favourite ride at an amusement park?,not cybercrime,1
  Hahaha wht are u tlkn bout girl!,not cybercrime,1
  it bounces off the immovable object  :P,not cybercrime,1
  Ahaha!!! Yess of course aint dat rite @TruAce ?!?! Haha He so awesome tho! BCK OFF lol jk,not cybercrime,1
